t,T0,T1
2025-06-01 00:00:03,23.375,22.187
2025-06-01 00:01:03,23.437,22.187
2025-06-01 00:02:03,23.437,22.187
2025-06-01 00:03:03,23.375,22.187
2025-06-01 00:04:03,23.437,22.187
2025-06-01 00:05:03,23.375,22.187
2025-06-01 00:06:03,23.375,22.187
2025-06-01 00:07:02,23.375,22.187
2025-06-01 00:08:03,23.437,22.187
2025-06-01 00:09:03,23.437,22.187
2025-06-01 00:10:03,23.375,23.875
2025-06-01 00:11:03,23.375,24.875
2025-06-01 00:12:03,23.375,25.312
2025-06-01 00:13:03,23.437,25.562
2025-06-01 00:14:03,23.437,25.562
2025-06-01 00:15:03,23.5,25.562
2025-06-01 00:16:02,23.437,25.562
2025-06-01 00:17:02,23.375,25.625
2025-06-01 00:18:03,23.375,25.687
2025-06-01 00:19:03,23.437,25.687
2025-06-01 00:20:03,23.375,25.687
2025-06-01 00:21:03,23.437,25.687
2025-06-01 00:22:03,23.375,25.687
2025-06-01 00:23:03,23.437,25.75
2025-06-01 00:24:03,23.437,25.75
2025-06-01 00:25:03,23.375,25.75
2025-06-01 00:26:03,23.375,25.75
2025-06-01 00:27:02,23.437,25.75
2025-06-01 00:28:02,23.437,25.75
2025-06-01 00:29:03,23.437,25.75
2025-06-01 00:30:03,23.437,25.75
2025-06-01 00:31:03,23.437,25.75
2025-06-01 00:32:03,23.437,25.812
2025-06-01 00:33:03,23.437,25.812
2025-06-01 00:34:03,23.437,25.812
2025-06-01 00:35:03,23.437,25.812
2025-06-01 00:36:03,23.437,25.812
2025-06-01 00:37:03,23.437,25.812
2025-06-01 00:38:02,23.5,25.812
2025-06-01 00:39:03,23.437,25.812
2025-06-01 00:40:03,23.437,25.75
2025-06-01 00:41:03,23.437,25.687
2025-06-01 00:42:03,23.437,25.625
2025-06-01 00:43:03,23.437,25.562
2025-06-01 00:44:03,23.437,25.5
2025-06-01 00:45:03,23.375,25.5
2025-06-01 00:46:03,23.375,25.375
2025-06-01 00:47:03,23.375,25.312
2025-06-01 00:48:02,23.375,25.312
2025-06-01 00:49:02,23.375,25.312
2025-06-01 00:50:03,23.437,25.187
2025-06-01 00:51:03,23.437,25.187
2025-06-01 00:52:03,23.375,25.125
2025-06-01 00:53:03,23.375,25.062
2025-06-01 00:54:03,23.375,25.062
2025-06-01 00:55:03,23.437,25.0
2025-06-01 00:56:03,23.375,24.937
2025-06-01 00:57:03,23.375,24.875
2025-06-01 00:58:02,23.375,24.812
2025-06-01 00:59:03,23.375,24.812
2025-06-01 01:00:03,23.375,24.75
2025-06-01 01:01:03,23.375,24.75
2025-06-01 01:02:03,23.375,24.687
2025-06-01 01:03:03,23.375,24.625
2025-06-01 01:04:03,23.375,24.625
2025-06-01 01:05:03,23.375,24.562
2025-06-01 01:06:03,23.375,24.562
2025-06-01 01:07:03,23.375,24.5
2025-06-01 01:08:03,23.437,24.5
2025-06-01 01:09:02,23.375,24.437
2025-06-01 01:10:02,23.375,24.437
2025-06-01 01:11:03,23.375,24.437
2025-06-01 01:12:03,23.312,24.375
2025-06-01 01:13:03,23.437,24.312
2025-06-01 01:14:03,23.375,24.312
2025-06-01 01:15:03,23.375,24.312
2025-06-01 01:16:03,23.375,24.25
2025-06-01 01:17:03,23.375,24.25
2025-06-01 01:18:03,23.375,24.25
2025-06-01 01:19:02,23.437,24.187
2025-06-01 01:20:03,23.375,24.125
2025-06-01 01:21:03,23.375,24.125
2025-06-01 01:22:03,23.375,24.125
2025-06-01 01:23:03,23.375,24.062
2025-06-01 01:24:03,,24.062
2025-06-01 01:25:03,23.312,24.062
2025-06-01 01:26:03,23.375,24.0
2025-06-01 01:27:03,23.375,24.0
2025-06-01 01:28:03,23.375,24.0
2025-06-01 01:29:02,23.375,23.937
2025-06-01 01:30:03,23.312,23.937
2025-06-01 01:31:03,23.375,23.937
2025-06-01 01:32:03,23.375,23.937
2025-06-01 01:33:03,23.375,23.875
2025-06-01 01:34:03,23.375,23.812
2025-06-01 01:35:03,23.312,23.812
2025-06-01 01:36:03,23.312,23.812
2025-06-01 01:37:03,23.312,23.812
2025-06-01 01:38:03,23.25,23.75
2025-06-01 01:39:02,23.312,23.687
2025-06-01 01:40:02,23.25,23.75
2025-06-01 01:41:03,23.312,23.687
2025-06-01 01:42:03,23.312,23.687
2025-06-01 01:43:03,23.312,23.687
2025-06-01 01:44:03,23.312,23.625
2025-06-01 01:45:03,,23.625
2025-06-01 01:46:03,23.312,23.625
2025-06-01 01:47:03,23.312,23.562
2025-06-01 01:48:03,23.312,23.562
2025-06-01 01:49:02,23.312,23.562
2025-06-01 01:50:02,23.312,23.5
2025-06-01 01:51:03,23.312,23.562
2025-06-01 01:52:03,23.312,23.562
2025-06-01 01:53:03,23.312,23.5
2025-06-01 01:54:03,23.312,23.5
2025-06-01 01:55:03,23.312,23.5
2025-06-01 01:56:03,23.312,23.437
2025-06-01 01:57:03,23.312,23.437
2025-06-01 01:58:03,23.25,23.437
2025-06-01 01:59:03,23.312,23.375
2025-06-01 02:00:02,23.25,23.375
2025-06-01 02:01:02,23.312,23.375
2025-06-01 02:02:03,23.312,23.375
2025-06-01 02:03:03,23.312,23.312
2025-06-01 02:04:03,23.312,23.312
2025-06-01 02:05:03,23.312,23.25
2025-06-01 02:06:03,23.312,23.25
2025-06-01 02:07:03,23.25,23.25
2025-06-01 02:08:03,23.25,23.25
2025-06-01 02:09:02,23.25,23.25
2025-06-01 02:10:02,23.25,23.187
2025-06-01 02:11:03,23.312,23.187
2025-06-01 02:12:03,23.25,23.187
2025-06-01 02:13:03,23.25,23.187
2025-06-01 02:14:03,23.25,23.125
2025-06-01 02:15:03,23.25,23.125
2025-06-01 02:16:03,23.25,23.125
2025-06-01 02:17:03,23.25,23.125
2025-06-01 02:18:03,23.25,23.062
2025-06-01 02:19:02,23.25,23.062
2025-06-01 02:20:03,23.187,23.062
