t,T0,T1
2025-05-01 00:00:03,21.187,20.062
2025-05-01 00:01:03,21.187,20.0
2025-05-01 00:02:03,21.187,20.062
2025-05-01 00:03:03,21.25,20.062
2025-05-01 00:04:03,21.187,20.062
2025-05-01 00:05:03,21.187,20.062
2025-05-01 00:06:03,21.187,20.0
2025-05-01 00:07:03,21.187,20.062
2025-05-01 00:08:03,21.187,20.0
2025-05-01 00:09:02,21.25,20.0
2025-05-01 00:10:02,21.187,20.0
2025-05-01 00:11:03,21.187,20.062
2025-05-01 00:12:03,21.187,20.0
2025-05-01 00:13:03,21.187,20.0
2025-05-01 00:14:03,21.25,20.0
2025-05-01 00:15:03,21.187,20.0
2025-05-01 00:16:03,21.187,20.0
2025-05-01 00:17:03,21.187,20.0
2025-05-01 00:18:03,21.125,20.0
2025-05-01 00:19:03,21.187,20.0
2025-05-01 00:20:02,21.187,20.0
2025-05-01 00:21:03,21.125,20.0
2025-05-01 00:22:03,21.125,20.0
2025-05-01 00:23:03,21.125,20.0
2025-05-01 00:24:03,21.125,19.937
2025-05-01 00:25:03,21.125,20.0
2025-05-01 00:26:03,21.187,20.0
2025-05-01 00:27:03,21.125,20.0
2025-05-01 00:28:03,21.125,20.0
2025-05-01 00:29:02,21.125,20.0
2025-05-01 00:30:02,21.125,20.0
2025-05-01 00:31:03,21.125,20.0
2025-05-01 00:32:03,21.187,20.0
2025-05-01 00:33:03,21.125,20.0
2025-05-01 00:34:03,21.125,19.937
2025-05-01 00:35:03,21.125,19.937
2025-05-01 00:36:03,21.125,19.937
2025-05-01 00:37:03,21.125,19.937
2025-05-01 00:38:03,21.125,19.937
2025-05-01 00:39:03,21.125,19.937
2025-05-01 00:40:02,21.125,19.937
2025-05-01 00:41:03,21.125,19.937
2025-05-01 00:42:03,21.125,19.937
2025-05-01 00:43:03,21.125,19.937
2025-05-01 00:44:03,21.125,19.937
2025-05-01 00:45:03,21.062,19.937
2025-05-01 00:46:03,21.125,19.937
2025-05-01 00:47:03,21.125,19.937
2025-05-01 00:48:03,21.125,19.937
