t,T0,T1
2024-10-01 00:00:03,21.187,20.0
2024-10-01 00:01:03,21.187,20.0
2024-10-01 00:02:03,21.187,20.0
2024-10-01 00:03:03,21.25,20.0
2024-10-01 00:04:03,21.25,20.0
2024-10-01 00:05:03,21.187,20.0
2024-10-01 00:06:03,21.25,20.0
2024-10-01 00:07:03,21.25,20.0
2024-10-01 00:08:02,21.25,20.0
2024-10-01 00:09:02,21.25,20.0
2024-10-01 00:10:03,21.25,20.0
2024-10-01 00:11:03,21.25,20.0
2024-10-01 00:12:03,21.25,20.0
2024-10-01 00:13:03,21.25,20.0
2024-10-01 00:14:03,21.25,20.0
2024-10-01 00:15:03,21.25,20.0
2024-10-01 00:16:03,21.25,20.0
2024-10-01 00:17:03,21.25,19.937
2024-10-01 00:18:03,21.25,20.0
2024-10-01 00:19:02,21.25,20.0
2024-10-01 00:20:03,21.25,20.0
2024-10-01 00:21:03,21.25,20.0
2024-10-01 00:22:03,21.25,20.0
2024-10-01 00:23:03,21.25,20.0
2024-10-01 00:24:03,21.25,20.0
2024-10-01 00:25:03,21.25,20.0
2024-10-01 00:26:03,21.187,20.062
2024-10-01 00:27:02,21.25,20.0
2024-10-01 00:28:02,21.25,19.937
2024-10-01 00:29:03,21.187,20.0
2024-10-01 00:30:03,21.187,20.0
2024-10-01 00:31:03,21.25,20.0
2024-10-01 00:32:03,21.312,19.937
2024-10-01 00:33:03,21.25,19.875
2024-10-01 00:34:03,21.25,19.875
2024-10-01 00:35:03,21.25,19.875
2024-10-01 00:36:03,21.187,19.875
2024-10-01 00:37:02,21.25,19.875
2024-10-01 00:38:02,21.25,19.812
2024-10-01 00:39:03,21.25,19.875
2024-10-01 00:40:03,21.25,19.812
2024-10-01 00:41:03,21.187,19.875
2024-10-01 00:42:03,21.187,19.875
2024-10-01 00:43:03,21.187,19.875
2024-10-01 00:44:03,21.187,19.937
2024-10-01 00:45:03,21.187,19.937
2024-10-01 00:46:03,21.187,19.937
2024-10-01 00:47:02,21.187,19.937
2024-10-01 00:48:03,21.187,19.937
2024-10-01 00:49:03,21.187,19.937
2024-10-01 00:50:03,21.187,19.937
2024-10-01 00:51:03,21.187,19.875
2024-10-01 00:52:03,21.187,19.875
2024-10-01 00:53:03,21.125,19.875
2024-10-01 00:54:03,21.187,19.875
2024-10-01 00:55:03,21.125,19.875
2024-10-01 00:56:03,21.187,19.875
2024-10-01 00:57:03,21.187,19.875
2024-10-01 00:58:02,21.187,19.875
2024-10-01 00:59:03,21.125,19.937
2024-10-01 01:00:03,21.187,19.937
2024-10-01 01:01:03,21.187,19.937
2024-10-01 01:02:03,21.125,19.937
2024-10-01 01:03:03,21.125,19.937
2024-10-01 01:04:03,21.125,19.937
2024-10-01 01:05:03,21.187,19.875
2024-10-01 01:06:03,21.187,19.875
2024-10-01 01:07:02,21.187,19.937
2024-10-01 01:08:02,21.187,19.937
2024-10-01 01:09:03,21.125,19.875
2024-10-01 01:10:03,21.125,19.937
2024-10-01 01:11:03,21.125,19.937
2024-10-01 01:12:03,21.187,19.875
2024-10-01 01:13:03,21.125,19.937
2024-10-01 01:14:03,21.187,19.875
2024-10-01 01:15:03,21.125,19.875
2024-10-01 01:16:03,21.125,19.875
2024-10-01 01:17:02,21.125,19.875
2024-10-01 01:18:02,21.125,19.875
2024-10-01 01:19:03,21.125,19.812
2024-10-01 01:20:03,21.125,19.812
2024-10-01 01:21:03,21.187,19.75
2024-10-01 01:22:03,21.125,19.75
2024-10-01 01:23:03,21.125,19.812
2024-10-01 01:24:03,21.062,19.812
2024-10-01 01:25:03,21.125,19.75
2024-10-01 01:26:03,21.125,19.75
2024-10-01 01:27:03,21.062,19.812
2024-10-01 01:28:02,21.125,19.812
2024-10-01 01:29:03,21.125,19.812
2024-10-01 01:30:03,21.125,19.75
2024-10-01 01:31:03,21.062,19.75
2024-10-01 01:32:03,21.062,19.75
2024-10-01 01:33:03,21.062,19.75
2024-10-01 01:34:03,21.125,19.75
2024-10-01 01:35:03,21.125,19.75
2024-10-01 01:36:03,21.125,19.75
2024-10-01 01:37:03,21.062,19.687
2024-10-01 01:38:02,21.062,19.687
2024-10-01 01:39:03,21.125,19.687
2024-10-01 01:40:03,21.062,19.687
2024-10-01 01:41:03,21.062,19.687
2024-10-01 01:42:03,21.0,19.625
2024-10-01 01:43:03,21.062,19.625
2024-10-01 01:44:03,21.062,19.75
2024-10-01 01:45:03,21.062,19.687
2024-10-01 01:46:03,21.062,19.75
2024-10-01 01:47:02,21.062,19.687
2024-10-01 01:48:02,21.0,19.687
2024-10-01 01:49:03,21.062,19.75
2024-10-01 01:50:03,21.0,19.75
2024-10-01 01:51:03,21.0,19.75
2024-10-01 01:52:03,21.062,19.75
2024-10-01 01:53:03,21.062,19.75
2024-10-01 01:54:03,21.062,19.75
2024-10-01 01:55:03,21.125,19.687
2024-10-01 01:56:03,21.0,19.75
