t,T0,T1
2024-05-01 00:00:03,19.25,18.0
2024-05-01 00:01:03,19.25,18.0
2024-05-01 00:02:03,19.312,18.0
2024-05-01 00:03:03,19.25,18.0
2024-05-01 00:04:03,19.25,18.0
2024-05-01 00:05:03,19.25,18.0
2024-05-01 00:06:02,19.25,17.937
2024-05-01 00:07:02,19.25,18.0
2024-05-01 00:08:03,19.25,18.0
2024-05-01 00:09:03,19.25,17.937
2024-05-01 00:10:03,19.187,17.937
2024-05-01 00:11:03,19.187,17.937
2024-05-01 00:12:03,19.25,17.937
2024-05-01 00:13:03,19.25,18.0
2024-05-01 00:14:03,19.187,17.937
2024-05-01 00:15:03,19.187,17.937
2024-05-01 00:16:02,19.187,17.937
2024-05-01 00:17:02,19.187,17.937
2024-05-01 00:18:03,19.187,17.937
2024-05-01 00:19:03,19.187,17.937
2024-05-01 00:20:03,19.25,17.937
2024-05-01 00:21:03,19.187,17.937
2024-05-01 00:22:03,19.125,18.0
2024-05-01 00:23:03,19.187,17.937
2024-05-01 00:24:03,19.187,17.937
2024-05-01 00:25:03,19.187,17.937
2024-05-01 00:26:03,19.187,17.937
2024-05-01 00:27:02,19.125,17.937
2024-05-01 00:28:03,19.187,17.937
2024-05-01 00:29:03,19.25,17.937
2024-05-01 00:30:03,19.187,17.937
2024-05-01 00:31:03,19.187,17.937
2024-05-01 00:32:03,19.187,17.937
2024-05-01 00:33:03,19.125,17.937
2024-05-01 00:34:03,19.187,17.937
2024-05-01 00:35:03,19.125,17.937
2024-05-01 00:36:03,19.187,17.937
2024-05-01 00:37:02,19.125,17.937
2024-05-01 00:38:02,19.125,17.937
2024-05-01 00:39:03,19.125,17.937
2024-05-01 00:40:03,19.187,17.937
2024-05-01 00:41:03,19.125,17.937
2024-05-01 00:42:03,19.187,17.937
2024-05-01 00:43:03,19.187,17.875
2024-05-01 00:44:03,19.125,17.875
2024-05-01 00:45:03,19.125,17.875
2024-05-01 00:46:03,19.125,17.875
2024-05-01 00:47:03,19.125,17.875
2024-05-01 00:48:02,19.125,17.875
2024-05-01 00:49:03,19.125,17.937
2024-05-01 00:50:03,19.125,17.875
2024-05-01 00:51:03,19.125,17.875
2024-05-01 00:52:03,19.125,17.875
2024-05-01 00:53:03,19.125,17.875
2024-05-01 00:54:03,19.062,17.875
2024-05-01 00:55:03,19.125,17.875
2024-05-01 00:56:03,19.125,17.875
2024-05-01 00:57:03,19.125,17.875
2024-05-01 00:58:02,19.062,17.875
2024-05-01 00:59:02,19.062,17.875
2024-05-01 01:00:03,19.062,17.875
2024-05-01 01:01:03,19.062,17.875
