t,T0,T1
2025-09-01 00:00:03,24.937,23.75
2025-09-01 00:01:02,24.937,23.75
2025-09-01 00:02:03,24.937,23.687
2025-09-01 00:03:03,24.875,23.75
2025-09-01 00:04:03,24.937,23.687
2025-09-01 00:05:03,24.875,23.75
2025-09-01 00:06:03,24.937,23.75
2025-09-01 00:07:03,24.875,23.75
2025-09-01 00:08:03,24.937,23.75
2025-09-01 00:09:03,24.875,23.75
2025-09-01 00:10:02,24.875,23.75
2025-09-01 00:11:03,24.875,24.062
2025-09-01 00:12:03,24.875,25.125
2025-09-01 00:13:03,24.937,25.625
2025-09-01 00:14:03,24.875,25.875
2025-09-01 00:15:03,24.875,25.937
2025-09-01 00:16:03,24.875,25.937
2025-09-01 00:17:03,24.875,25.937
2025-09-01 00:18:03,24.875,26.0
2025-09-01 00:19:02,24.812,26.0
2025-09-01 00:20:02,24.812,26.0
2025-09-01 00:21:03,24.812,26.062
2025-09-01 00:22:03,24.875,26.0
2025-09-01 00:23:03,24.875,26.062
2025-09-01 00:24:03,24.875,26.062
2025-09-01 00:25:03,24.812,26.062
2025-09-01 00:26:03,24.875,26.062
2025-09-01 00:27:03,24.937,26.125
2025-09-01 00:28:03,24.875,26.062
2025-09-01 00:29:02,24.812,26.125
2025-09-01 00:30:02,24.812,26.125
2025-09-01 00:31:03,24.875,26.125
2025-09-01 00:32:03,24.812,26.125
2025-09-01 00:33:03,24.812,26.125
2025-09-01 00:34:03,24.812,26.125
2025-09-01 00:35:03,24.812,26.125
2025-09-01 00:36:03,24.812,26.125
2025-09-01 00:37:03,24.812,26.125
2025-09-01 00:38:03,24.875,26.125
2025-09-01 00:39:02,24.812,26.062
2025-09-01 00:40:03,24.875,26.125
2025-09-01 00:41:03,24.875,26.062
2025-09-01 00:42:03,24.875,26.062
2025-09-01 00:43:03,24.812,26.062
2025-09-01 00:44:03,24.812,26.0
2025-09-01 00:45:03,24.875,26.0
2025-09-01 00:46:03,24.812,25.937
2025-09-01 00:47:03,24.812,25.875
2025-09-01 00:48:03,24.75,25.875
2025-09-01 00:49:02,24.875,25.812
2025-09-01 00:50:03,24.812,25.812
2025-09-01 00:51:03,24.812,25.75
2025-09-01 00:52:03,24.875,25.687
2025-09-01 00:53:03,24.812,25.687
2025-09-01 00:54:03,24.812,25.625
2025-09-01 00:55:03,24.812,25.625
2025-09-01 00:56:03,24.812,25.562
2025-09-01 00:57:03,24.812,25.562
2025-09-01 00:58:03,24.812,25.5
2025-09-01 00:59:02,24.812,25.5
2025-09-01 01:00:03,24.75,25.437
2025-09-01 01:01:03,24.812,25.437
2025-09-01 01:02:03,24.812,25.375
2025-09-01 01:03:03,24.812,25.375
2025-09-01 01:04:03,24.812,25.375
2025-09-01 01:05:03,24.812,25.312
2025-09-01 01:06:03,24.812,25.312
2025-09-01 01:07:03,24.812,25.25
2025-09-01 01:08:03,24.812,25.25
2025-09-01 01:09:03,24.812,25.25
2025-09-01 01:10:02,24.812,25.25
2025-09-01 01:11:03,24.812,25.187
2025-09-01 01:12:03,24.812,25.125
2025-09-01 01:13:03,24.812,25.125
2025-09-01 01:14:03,24.75,25.125
2025-09-01 01:15:03,24.812,25.125
2025-09-01 01:16:03,24.812,25.062
2025-09-01 01:17:03,,25.062
2025-09-01 01:18:03,24.75,25.062
2025-09-01 01:19:03,24.812,25.062
2025-09-01 01:20:02,24.75,25.0
2025-09-01 01:21:03,24.812,24.937
2025-09-01 01:22:03,24.812,24.937
2025-09-01 01:23:03,24.812,24.937
2025-09-01 01:24:03,24.812,24.937
2025-09-01 01:25:03,24.75,24.937
2025-09-01 01:26:03,24.75,24.937
2025-09-01 01:27:03,24.812,24.937
2025-09-01 01:28:03,24.812,24.875
2025-09-01 01:29:02,24.812,24.812
2025-09-01 01:30:02,24.75,24.875
2025-09-01 01:31:03,24.75,24.812
2025-09-01 01:32:03,24.75,24.812
2025-09-01 01:33:03,24.75,24.812
2025-09-01 01:34:03,24.75,24.75
2025-09-01 01:35:03,24.75,24.75
2025-09-01 01:36:03,24.75,24.812
2025-09-01 01:37:03,24.75,24.812
2025-09-01 01:38:03,24.75,24.812
2025-09-01 01:39:02,24.75,24.75
2025-09-01 01:40:03,24.75,24.75
2025-09-01 01:41:03,24.687,24.687
2025-09-01 01:42:03,24.812,24.75
2025-09-01 01:43:03,24.75,24.687
2025-09-01 01:44:03,24.75,24.625
2025-09-01 01:45:03,24.75,24.687
2025-09-01 01:46:03,24.75,24.625
2025-09-01 01:47:03,24.75,24.625
2025-09-01 01:48:02,24.75,24.625
2025-09-01 01:49:02,24.687,24.625
2025-09-01 01:50:03,24.75,24.625
2025-09-01 01:51:03,24.75,24.625
2025-09-01 01:52:03,24.75,24.562
2025-09-01 01:53:03,24.75,24.562
2025-09-01 01:54:03,24.75,24.562
2025-09-01 01:55:03,24.75,24.562
2025-09-01 01:56:03,24.75,24.5
2025-09-01 01:57:03,24.75,24.5
2025-09-01 01:58:02,24.75,24.5
2025-09-01 01:59:02,24.812,24.5
2025-09-01 02:00:03,24.75,24.5
2025-09-01 02:01:03,24.75,24.437
2025-09-01 02:02:03,24.687,24.437
2025-09-01 02:03:03,24.75,24.437
2025-09-01 02:04:03,24.75,24.437
2025-09-01 02:05:03,24.75,24.437
2025-09-01 02:06:03,24.75,24.437
2025-09-01 02:07:03,24.75,24.437
2025-09-01 02:08:02,24.687,24.437
2025-09-01 02:09:03,24.75,24.437
2025-09-01 02:10:03,24.75,24.437
2025-09-01 02:11:03,24.687,24.375
2025-09-01 02:12:03,24.75,24.375
2025-09-01 02:13:03,24.687,24.375
2025-09-01 02:14:03,24.687,24.312
2025-09-01 02:15:03,24.75,24.375
2025-09-01 02:16:03,24.687,24.375
2025-09-01 02:17:03,24.687,24.312
2025-09-01 02:18:03,24.687,24.312
2025-09-01 02:19:02,24.687,24.312
2025-09-01 02:20:03,24.687,24.312
2025-09-01 02:21:03,24.75,24.312
2025-09-01 02:22:03,24.687,24.312
2025-09-01 02:23:03,24.687,24.25
2025-09-01 02:24:03,24.687,24.25
2025-09-01 02:25:03,24.687,24.25
2025-09-01 02:26:03,24.687,24.25
2025-09-01 02:27:03,24.687,24.25
2025-09-01 02:28:02,24.75,24.187
2025-09-01 02:29:02,24.687,24.187
2025-09-01 02:30:03,24.687,24.187
2025-09-01 02:31:03,24.687,24.187
2025-09-01 02:32:03,24.625,24.187
2025-09-01 02:33:03,24.687,24.187
2025-09-01 02:34:03,24.687,24.187
2025-09-01 02:35:03,24.687,24.187
2025-09-01 02:36:03,24.687,24.187
2025-09-01 02:37:03,24.687,24.125
2025-09-01 02:38:02,24.687,24.187
2025-09-01 02:39:02,24.687,24.187
2025-09-01 02:40:03,24.687,24.125
2025-09-01 02:41:03,24.625,24.125
2025-09-01 02:42:03,24.687,24.125
2025-09-01 02:43:03,24.625,24.125
2025-09-01 02:44:03,24.687,24.125
2025-09-01 02:45:03,24.687,24.125
2025-09-01 02:46:03,24.687,24.125
2025-09-01 02:47:03,24.687,24.062
2025-09-01 02:48:02,24.687,24.125
2025-09-01 02:49:02,24.625,24.125
2025-09-01 02:50:03,24.687,24.125
2025-09-01 02:51:03,24.687,24.062
2025-09-01 02:52:03,24.625,24.062
2025-09-01 02:53:03,24.687,24.062
2025-09-01 02:54:03,24.625,24.062
2025-09-01 02:55:03,24.687,24.0
2025-09-01 02:56:03,24.687,24.062
2025-09-01 02:57:03,24.625,24.0
2025-09-01 02:58:02,24.625,24.062
2025-09-01 02:59:02,24.687,24.0
2025-09-01 03:00:03,24.687,24.0
2025-09-01 03:01:03,24.625,24.0
2025-09-01 03:02:03,24.687,24.0
2025-09-01 03:03:03,24.625,24.0
2025-09-01 03:04:03,24.687,24.0
2025-09-01 03:05:03,24.687,24.0
2025-09-01 03:06:03,24.687,24.0
2025-09-01 03:07:03,24.625,24.0
2025-09-01 03:08:02,24.625,23.937
2025-09-01 03:09:02,24.687,23.937
2025-09-01 03:10:03,24.625,23.937
2025-09-01 03:11:03,24.687,23.937
2025-09-01 03:12:03,24.625,23.937
2025-09-01 03:13:03,24.625,23.937
2025-09-01 03:14:03,24.687,23.937
2025-09-01 03:15:03,24.625,23.937
2025-09-01 03:16:03,24.687,23.937
2025-09-01 03:17:03,24.687,23.937
2025-09-01 03:18:03,24.625,23.937
2025-09-01 03:19:02,24.625,23.937
2025-09-01 03:20:02,24.625,23.937
2025-09-01 03:21:03,24.687,23.937
2025-09-01 03:22:03,24.625,23.937
2025-09-01 03:23:03,24.625,23.937
2025-09-01 03:24:03,24.687,23.875
2025-09-01 03:25:03,24.625,23.875
2025-09-01 03:26:03,24.562,23.875
2025-09-01 03:27:03,24.625,23.875
2025-09-01 03:28:03,24.625,23.875
2025-09-01 03:29:02,24.625,23.875
2025-09-01 03:30:03,24.625,23.875
2025-09-01 03:31:03,24.625,23.875
2025-09-01 03:32:03,24.625,23.875
2025-09-01 03:33:03,24.687,23.875
2025-09-01 03:34:03,24.687,23.875
2025-09-01 03:35:03,24.625,23.875
2025-09-01 03:36:03,24.625,23.812
2025-09-01 03:37:03,24.625,23.875
2025-09-01 03:38:03,24.687,23.812
2025-09-01 03:39:02,24.625,23.812
2025-09-01 03:40:02,24.625,23.812
2025-09-01 03:41:03,24.625,23.812
2025-09-01 03:42:03,24.625,23.812
2025-09-01 03:43:03,24.625,23.812
2025-09-01 03:44:03,24.687,23.812
2025-09-01 03:45:03,24.687,23.812
2025-09-01 03:46:03,24.687,23.812
2025-09-01 03:47:03,24.625,23.812
2025-09-01 03:48:03,24.625,23.812
2025-09-01 03:49:03,24.687,23.75
2025-09-01 03:50:02,24.687,23.812
2025-09-01 03:51:02,24.625,23.812
2025-09-01 03:52:03,24.625,23.75
2025-09-01 03:53:03,24.562,23.75
2025-09-01 03:54:03,24.625,23.75
2025-09-01 03:55:03,24.625,23.75
2025-09-01 03:56:03,24.625,23.75
2025-09-01 03:57:03,24.625,23.687
2025-09-01 03:58:03,24.625,23.75
2025-09-01 03:59:03,24.625,23.75
2025-09-01 04:00:03,24.562,23.687
2025-09-01 04:01:02,24.625,23.687
2025-09-01 04:02:03,24.562,23.75
2025-09-01 04:03:03,24.625,23.687
2025-09-01 04:04:03,24.625,23.687
2025-09-01 04:05:03,24.562,23.687
2025-09-01 04:06:03,24.625,23.687
2025-09-01 04:07:03,24.625,23.687
2025-09-01 04:08:03,24.562,23.687
2025-09-01 04:09:03,24.562,23.687
2025-09-01 04:10:03,24.625,23.687
2025-09-01 04:11:02,24.562,23.687
2025-09-01 04:12:03,24.625,23.687
2025-09-01 04:13:03,24.562,23.687
2025-09-01 04:14:03,24.625,23.687
2025-09-01 04:15:03,24.625,23.687
2025-09-01 04:16:03,24.625,23.687
2025-09-01 04:17:03,24.625,23.687
2025-09-01 04:18:03,24.625,23.687
2025-09-01 04:19:03,24.625,23.687
2025-09-01 04:20:03,24.625,23.687
2025-09-01 04:21:02,24.625,23.625
2025-09-01 04:22:02,24.625,23.625
2025-09-01 04:23:03,24.625,23.625
2025-09-01 04:24:03,24.625,23.625
2025-09-01 04:25:03,24.562,23.625
2025-09-01 04:26:03,24.625,23.625
2025-09-01 04:27:03,24.562,23.625
2025-09-01 04:28:03,24.562,23.625
2025-09-01 04:29:03,24.625,23.625
2025-09-01 04:30:03,24.562,23.625
2025-09-01 04:31:02,24.562,23.625
2025-09-01 04:32:03,24.562,23.625
2025-09-01 04:33:03,24.562,23.625
2025-09-01 04:34:03,24.562,23.625
2025-09-01 04:35:03,24.562,23.625
2025-09-01 04:36:03,24.625,23.562
2025-09-01 04:37:03,24.562,23.625
2025-09-01 04:38:03,24.562,23.625
2025-09-01 04:39:03,24.562,23.625
2025-09-01 04:40:03,24.562,23.562
2025-09-01 04:41:02,24.562,23.562
2025-09-01 04:42:02,24.562,23.562
2025-09-01 04:43:03,24.562,23.625
2025-09-01 04:44:03,24.562,23.562
2025-09-01 04:45:03,24.562,23.562
2025-09-01 04:46:03,24.625,23.562
2025-09-01 04:47:03,24.562,23.562
2025-09-01 04:48:03,24.5,23.562
2025-09-01 04:49:03,24.562,23.562
2025-09-01 04:50:03,24.562,23.562
2025-09-01 04:51:02,24.562,23.562
2025-09-01 04:52:02,24.562,23.562
2025-09-01 04:53:03,24.562,23.562
2025-09-01 04:54:03,24.562,23.562
2025-09-01 04:55:03,24.562,23.562
2025-09-01 04:56:03,24.5,23.562
2025-09-01 04:57:03,24.562,23.562
2025-09-01 04:58:03,24.562,23.562
2025-09-01 04:59:03,24.562,23.562
2025-09-01 05:00:03,24.562,23.562
2025-09-01 05:01:03,24.5,23.562
2025-09-01 05:02:02,24.5,23.562
2025-09-01 05:03:03,24.562,23.562
2025-09-01 05:04:03,24.562,23.562
2025-09-01 05:05:03,24.562,23.562
2025-09-01 05:06:03,24.562,23.5
2025-09-01 05:07:03,24.562,23.562
2025-09-01 05:08:03,24.562,23.562
2025-09-01 05:09:03,24.5,23.562
2025-09-01 05:10:03,24.562,23.562
2025-09-01 05:11:02,24.5,23.5
2025-09-01 05:12:03,24.562,23.562
2025-09-01 05:13:03,24.562,23.5
2025-09-01 05:14:03,24.5,23.5
2025-09-01 05:15:03,24.5,23.5
2025-09-01 05:16:03,24.5,23.5
2025-09-01 05:17:03,,23.5
2025-09-01 05:18:03,24.5,23.5
2025-09-01 05:19:03,24.562,23.5
2025-09-01 05:20:03,24.562,23.5
2025-09-01 05:21:02,24.5,23.5
2025-09-01 05:22:03,24.562,23.5
2025-09-01 05:23:03,24.5,23.5
2025-09-01 05:24:03,24.5,23.5
2025-09-01 05:25:03,24.5,23.5
2025-09-01 05:26:03,24.562,23.5
2025-09-01 05:27:03,24.562,23.5
2025-09-01 05:28:03,24.562,23.5
2025-09-01 05:29:03,24.5,23.5
2025-09-01 05:30:03,24.562,23.5
2025-09-01 05:31:02,24.5,23.5
2025-09-01 05:32:03,24.562,23.5
2025-09-01 05:33:03,24.562,23.437
2025-09-01 05:34:03,24.5,23.5
2025-09-01 05:35:03,24.5,23.5
2025-09-01 05:36:03,24.5,23.437
2025-09-01 05:37:03,24.5,23.437
2025-09-01 05:38:03,24.5,23.5
2025-09-01 05:39:03,24.5,23.5
2025-09-01 05:40:03,24.5,23.437
2025-09-01 05:41:02,24.5,23.437
2025-09-01 05:42:02,24.5,23.437
2025-09-01 05:43:03,24.5,23.437
2025-09-01 05:44:03,24.5,23.437
2025-09-01 05:45:03,24.5,23.375
2025-09-01 05:46:03,24.437,23.375
2025-09-01 05:47:03,24.5,23.375
2025-09-01 05:48:03,24.5,23.375
2025-09-01 05:49:03,24.5,23.375
2025-09-01 05:50:03,24.5,23.437
2025-09-01 05:51:03,24.437,23.437
2025-09-01 05:52:02,24.5,23.437
2025-09-01 05:53:03,24.5,23.437
2025-09-01 05:54:03,24.562,23.437
2025-09-01 05:55:03,24.5,23.437
