t,T0,T1
2024-08-01 00:00:03,27.625,26.562
2024-08-01 00:01:03,27.625,26.625
2024-08-01 00:02:03,27.625,26.625
2024-08-01 00:03:03,27.625,26.625
2024-08-01 00:04:03,27.625,26.625
2024-08-01 00:05:03,27.625,26.625
2024-08-01 00:06:03,27.562,26.562
2024-08-01 00:07:03,27.625,26.625
2024-08-01 00:08:02,27.625,26.562
2024-08-01 00:09:03,27.625,26.562
2024-08-01 00:10:03,27.625,26.562
2024-08-01 00:11:03,27.625,26.562
2024-08-01 00:12:03,27.625,26.562
2024-08-01 00:13:03,27.625,26.625
2024-08-01 00:14:03,27.625,26.562
2024-08-01 00:15:03,27.625,26.625
2024-08-01 00:16:03,27.625,26.562
2024-08-01 00:17:03,27.625,26.562
2024-08-01 00:18:02,27.562,26.562
2024-08-01 00:19:02,27.562,26.562
2024-08-01 00:20:03,27.625,26.562
2024-08-01 00:21:03,27.625,26.562
2024-08-01 00:22:03,27.625,26.5
2024-08-01 00:23:03,27.562,26.562
2024-08-01 00:24:03,27.562,26.562
2024-08-01 00:25:03,27.625,26.562
2024-08-01 00:26:03,27.625,26.562
2024-08-01 00:27:03,27.562,26.562
2024-08-01 00:28:02,27.562,26.562
2024-08-01 00:29:03,27.562,26.562
2024-08-01 00:30:03,27.5,26.5
2024-08-01 00:31:03,27.625,26.5
2024-08-01 00:32:03,27.562,26.5
2024-08-01 00:33:03,27.562,26.562
2024-08-01 00:34:03,27.5,26.5
2024-08-01 00:35:03,27.562,26.562
2024-08-01 00:36:03,27.5,26.562
2024-08-01 00:37:02,27.562,26.5
2024-08-01 00:38:03,27.562,26.5
2024-08-01 00:39:03,27.562,26.5
2024-08-01 00:40:03,27.562,26.5
2024-08-01 00:41:03,27.5,
2024-08-01 00:42:03,27.562,26.5
2024-08-01 00:43:03,27.5,26.5
2024-08-01 00:44:03,27.5,26.5
2024-08-01 00:45:02,27.5,26.5
2024-08-01 00:46:02,27.5,26.5
2024-08-01 00:47:03,27.5,26.5
2024-08-01 00:48:03,27.562,26.5
2024-08-01 00:49:03,27.5,26.5
2024-08-01 00:50:03,27.562,
2024-08-01 00:51:03,27.5,26.5
2024-08-01 00:52:03,27.5,26.437
2024-08-01 00:53:03,27.5,26.5
2024-08-01 00:54:03,27.5,26.5
2024-08-01 00:55:03,27.5,26.437
2024-08-01 00:56:03,27.5,26.437
2024-08-01 00:57:02,27.5,26.437
2024-08-01 00:58:03,27.5,26.437
2024-08-01 00:59:03,27.437,26.437
2024-08-01 01:00:03,27.5,26.437
2024-08-01 01:01:03,27.5,26.437
2024-08-01 01:02:03,27.5,26.437
2024-08-01 01:03:03,27.5,26.375
2024-08-01 01:04:02,27.437,26.437
2024-08-01 01:05:03,27.437,26.437
2024-08-01 01:06:03,27.375,26.437
2024-08-01 01:07:03,27.5,26.375
2024-08-01 01:08:03,27.5,26.437
2024-08-01 01:09:03,27.437,26.375
2024-08-01 01:10:03,27.437,26.375
2024-08-01 01:11:03,27.5,26.375
